,JobpostID,Duration
6813,6813,DURATION:  Long-term
6819,6819,DURATION:  Long term with three months probationary period.
6820,6820,DURATION:  Short term: 5 to 8 weeks
6821,6821,DURATION:  Initial Fixed-term (1 year)
6823,6823,DURATION:  Long term with three months probationary period
6826,6826,DURATION:  Long term with three months probationary period.
6830,6830,DURATION:  Permanent
6832,6832,DURATION:  Long-term
6833,6833,DURATION:  Permanent
6835,6835,DURATION:  Long-term
6836,6836,"DURATION:  Permanent, after probation period"
6838,6838,DURATION:  Permanent
6840,6840,DURATION:  1 year (with extension)
6842,6842,DURATION:  Long term
6843,6843,DURATION:  Long term with 3 months probation period.
6844,6844,DURATION:  Long term with 3 months probation period.
6845,6845,DURATION:  Long term
6846,6846,DURATION:  Long term with 3 months probation period
6847,6847,DURATION:  Permanent
6848,6848,DURATION:  2 years/ Full-time
6849,6849,DURATION:  one year
6850,6850,DURATION:  One year
6851,6851,DURATION:  2 hours (18:00-20:00)
6852,6852,DURATION:  2 years/ Full-time
6854,6854,DURATION:  Long term
6855,6855,DURATION:  Long term with 3 months probation period
6857,6857,DURATION:  Long term with three months probationary period.
6858,6858,DURATION:  Long term with three months probation period.
6860,6860,DURATION:  Permanent
6861,6861,DURATION:  Long term
6862,6862,DURATION:  Permanent
6863,6863,DURATION:  Permanent
6864,6864,DURATION:  Long term
6866,6866,"DURATION:  3 months (with option to be extended, if need be)"
6868,6868,DURATION:  Long term
6869,6869,DURATION:  01 July -31 December 2009 (A 2 months probation period will
6871,6871,DURATION:  Long term with 3 months probation period.
6872,6872,DURATION:  Long term with 2 months probation period.
6877,6877,DURATION:  Long-term
6878,6878,DURATION:  Long term with three months probationary period.
6880,6880,"DURATION:  Long term, with 3 months probation period."
6882,6882,DURATION:  Long term
6883,6883,DURATION:  Long term
6884,6884,DURATION:  Long term
6886,6886,DURATION:  Short term. This consultancy is expected to take up to a
6887,6887,DURATION:  Long term
6888,6888,DURATION:  Long term with 3 months probation period.
6889,6889,DURATION:  Long term with 3 months probation period.
6890,6890,DURATION:  Long term
6891,6891,DURATION:  Long term with 3 months probation period.
6892,6892,DURATION:  Long term with 3 months probation period.
6894,6894,DURATION:  Long term with 3 months probation period.
6895,6895,DURATION:  One year extendable for the second one
6896,6896,DURATION:  6 months (probation period applies).
6897,6897,DURATION:  Long term
6900,6900,DURATION:  Long term
6901,6901,DURATION:  2 months
6902,6902,DURATION:  6 months to 1 year (with possible extension)
6904,6904,DURATION:  Permanent with probation period.
6906,6906,DURATION:  Permanent with three months probation period.
6907,6907,DURATION:  Long term with three months probationary period
6908,6908,DURATION:  Long term with three months probationary period.
6910,6910,DURATION:  Long term
6914,6914,DURATION:  Long term
6915,6915,DURATION:  Long term
6916,6916,DURATION:  Long term
6918,6918,DURATION:  Long term
6920,6920,DURATION:  Long term contract with 3 months probation.
6922,6922,DURATION:  Short-term: 4 weeks
6923,6923,DURATION:  Long term
6925,6925,DURATION:  Long term with 3 months probation period
6928,6928,DURATION:  Long term with three months probationary period.
6929,6929,DURATION:  Long term with three months probationary period
6930,6930,DURATION:  Long-term
6931,6931,DURATION:  1 year
6932,6932,DURATION:  Long term with 1 month probation period.
6933,6933,DURATION:  01 July till 31 December 2009 with possible extension.
6934,6934,DURATION:  Permanent
6935,6935,DURATION:  Long term /open-ended contract/
6937,6937,DURATION:  Permanent with probation period.
6938,6938,DURATION:  Long term with three months probation period.
6939,6939,DURATION:  Long term with 2 months probation period.
6940,6940,DURATION:  Long-term
6941,6941,DURATION:  2 months
6942,6942,DURATION:  Long term
6943,6943,DURATION:  Long term with three months probation period.
6946,6946,DURATION:  Long term with 3 months probation period.
6948,6948,DURATION:  Long term
6950,6950,DURATION:  Four months
6953,6953,DURATION:  Long term with 3 months probation period.
6954,6954,DURATION:  Long term with 3 months probation period
6955,6955,DURATION:  Long term with one month probation period.
6956,6956,DURATION:  Long term with three months' probationary period
6957,6957,DURATION:  2 months
6958,6958,DURATION:  2 months
6959,6959,DURATION:  2 months
6960,6960,DURATION:  Long term
6961,6961,DURATION:  Long term
6962,6962,DURATION:  Long term
6967,6967,"DURATION:  Long term, with 3 months paid-probation period."
6968,6968,DURATION:  Long term
6970,6970,DURATION:  Long term with 3 months probation period.
6972,6972,DURATION:  One academic year
6973,6973,DURATION:  One academic year
6974,6974,DURATION:  One academic year
6978,6978,DURATION:  One academic year
6979,6979,DURATION:  Long term with 3 months probation
6980,6980,DURATION:  Long term
6982,6982,DURATION:  Long term
6985,6985,DURATION:  Long term with three months probation period
6986,6986,DURATION:  Long term with 3 months probation period.
6988,6988,DURATION:  Long term with three months probationary period.
6989,6989,DURATION:  One academic year
6991,6991,DURATION:  Long term with 3 months probation period.
6992,6992,DURATION:  Long term with 3 months probation period.
6996,6996,DURATION:  Long term with 3 months probation period.
6997,6997,DURATION:  Long term with two months probation period.
6998,6998,DURATION:  3 months probation with possible extension up to one year
6999,6999,DURATION:  3 months probation with possible extension up to one year
7000,7000,DURATION:  Permanent
7001,7001,DURATION:  2 years
7003,7003,"DURATION:  Till July 2010, with possible extension till July 2012"
7011,7011,DURATION:  1 year
7012,7012,DURATION:  Permanent
7014,7014,DURATION:  Permanent with three months probation period.
7015,7015,DURATION:  Permanent
7016,7016,DURATION:  5-6 months
7019,7019,DURATION:  Permanent with three months probation period
7020,7020,DURATION:  Permanent with three months probation period
7021,7021,DURATION:  Long term
7022,7022,DURATION:  Long term
7023,7023,DURATION:  Long term
7024,7024,DURATION:  Long term
7025,7025,DURATION:  Long term
7026,7026,DURATION:  Long term
7027,7027,DURATION:  Temporary contract
7029,7029,DURATION:  Long term with three months probationary period.
7032,7032,DURATION:  Long term
7033,7033,DURATION:  Long term
7036,7036,DURATION:  One year renewable  contract with three months probation
7037,7037,DURATION:  Long term with three months probation period.
7039,7039,DURATION:  Long term with three months probation period.
7040,7040,DURATION:  Long term with 3 months probation period.
7041,7041,"DURATION:  Permanent, after probation period."
7042,7042,DURATION:  2 months probation period with possible extension.
7043,7043,DURATION:  One year renewable contract with three months probation
7044,7044,DURATION:  Long term
7046,7046,DURATION:  One year
7048,7048,DURATION:  Long term with 3 months probation period.
7051,7051,DURATION:  Permanent
7052,7052,DURATION:  Long term
7053,7053,DURATION:  Long term with 3 months probation period.
7054,7054,DURATION:  Long term with 3 months probation period.
7055,7055,DURATION:  Long term with 3 months probation period.
7056,7056,DURATION:  Long term with 3 months probation period.
7057,7057,DURATION:  Long term with 3 months probation period.
7058,7058,DURATION:  Long term with 3 months probation period.
7059,7059,DURATION:  Long term with 3 months probation period.
7060,7060,DURATION:  Long term with 3 months probation period.
7061,7061,DURATION:  Long term with 3 months probation period.
7062,7062,DURATION:  Long term with 3 months probation period.
7063,7063,DURATION:  Long term with 3 months probation period.
7064,7064,DURATION:  Long term with 3 months probation period.
7065,7065,DURATION:  Long term with 3 months probation period.
7066,7066,DURATION:  Long term with 3 months probation period.
7067,7067,DURATION:  Long term with 3 months probation period.
7068,7068,DURATION:  Long term with 3 months probation period.
7069,7069,DURATION:  Long term with 3 months probation period.
7070,7070,DURATION:  Long term with 3 months probation period.
7071,7071,DURATION:  Long term with 3 months probation period.
7072,7072,DURATION:  Permanent
7074,7074,DURATION:  Long term
7075,7075,DURATION:  Long term with 3 months probation period.
7076,7076,DURATION:  Long term with 3 months probation period.
7077,7077,DURATION:  Long term with 3 months probation period.
7078,7078,DURATION:  Long term with 3 months probation period.
7079,7079,DURATION:  Long term with 3 months probation period.
7080,7080,DURATION:  Long term with 3 months probation period.
7081,7081,DURATION:  Long term with 3 months probation period.
7082,7082,DURATION:  Long term with 3 months probation period.
7083,7083,DURATION:  Long term with 3 months probation period.
7084,7084,DURATION:  Long term with 3 months probation period.
7086,7086,DURATION:  Long term with 3 months probation period.
7087,7087,DURATION:  Long term
7088,7088,DURATION:  Short term. This consultancy is expected to take up to a
7089,7089,DURATION:  Short term (starting from 01 August 2009 and ending on 31
7090,7090,DURATION:  6 months with possible extension.
7091,7091,DURATION:  Permanent with two months probation period.
7092,7092,DURATION:  One year with possible extension.
7094,7094,DURATION:  One year renewable with three months probation period.
7095,7095,DURATION:  Long term with 3 months probation period.
7096,7096,DURATION:  Two and a half months.
7097,7097,DURATION:  Long term with three months probation period.
7098,7098,DURATION:  One year renewable with three months probation period.
7099,7099,DURATION:  Long term
7100,7100,DURATION:  Long term
7101,7101,DURATION:  Long term  with  one month probation period.
7102,7102,DURATION:  Long term with 3 months probation period.
7104,7104,DURATION:  35 months with 6 months probation period.
7105,7105,DURATION:  35 months with 6 months probation period.
7106,7106,DURATION:  Long term
7108,7108,DURATION:  Long term with one month probation period.
7109,7109,DURATION:  Long term with 3 months probation period.
7110,7110,DURATION:  Long term with 3 months probation period.
7111,7111,DURATION:  Long term with 3 months probation period.
7112,7112,DURATION:  Permanent
7117,7117,DURATION:  5-6 months
7118,7118,DURATION:  Long term with three months probation period.
7121,7121,DURATION:  Long term
7127,7127,DURATION:  Long term
7128,7128,DURATION:  Two year appointment.
7130,7130,DURATION:  Long term with three months probation period.
7131,7131,DURATION:  Long term
7132,7132,DURATION:  Long term
7133,7133,DURATION:  Long term with 3 months probation period.
7134,7134,DURATION:  Long term with 3 months probation period.
7135,7135,DURATION:  Long term with 3 months probation period.
7137,7137,DURATION:  Long Term
7138,7138,DURATION:  5 months contract with possible extension.
7140,7140,DURATION:  Long term with three months probation period.
7141,7141,DURATION:  Temporary with possible extension.
7142,7142,DURATION:  2-5 days
7143,7143,DURATION:  2-5 days
7144,7144,DURATION:  2-5 days
7145,7145,DURATION:  Long term with 3 months probation period.
7146,7146,DURATION:  2-5 days
7147,7147,"DURATION:  2 years, with 3 months probation period."
7148,7148,DURATION:  2-5 days
7150,7150,DURATION:  Long term with three months probation period.
7153,7153,DURATION:  Long term with three months probation period.
7156,7156,DURATION:  8 months (September 2009 - May 2010)
7157,7157,DURATION:  Long Term
7158,7158,DURATION:  Long term with three months probation period.
7161,7161,DURATION:  Long term with three months probation period.
7162,7162,DURATION:  Long term with two months probation period.
7163,7163,DURATION:  One year with possible extension.
7168,7168,DURATION:  13 working days
7169,7169,DURATION:  2 years
7170,7170,DURATION:  Long term
7171,7171,DURATION:  One year
7172,7172,DURATION:  Temporary with possible extension.
7173,7173,DURATION:  Permanent
7174,7174,DURATION:  Long term
7178,7178,DURATION:  Long term with 3 months probation period.
7179,7179,DURATION:  Long term with 3 months probation period.
7180,7180,DURATION:  Long term with 3 months probation period.
7181,7181,DURATION:  Long term with 3 months probation period.
7186,7186,DURATION:  Long term with 3 months probation period.
7187,7187,DURATION:  Long term with 3 months probation period.
7188,7188,DURATION:  Long term with 3 months probation period.
7189,7189,DURATION:  One year
7190,7190,DURATION:  Long term with 3 months probation period.
7191,7191,DURATION:  Long term with 3 month probation period.
7192,7192,DURATION:  Long term
7193,7193,DURATION:  6 months
7194,7194,DURATION:  Permanent
7196,7196,DURATION:  Long term
7198,7198,DURATION:  2-5 days
7199,7199,DURATION:  2-5 days
7201,7201,DURATION:  5 months
7202,7202,DURATION:  Long term
7205,7205,DURATION:  Long term
7207,7207,DURATION:  Long term
7208,7208,DURATION:  Permanent with 6 month probation period.
7209,7209,DURATION:  Permanent with 6 month probation period.
7211,7211,DURATION:  Short term
7213,7213,DURATION:  Long term
7214,7214,DURATION:  Two years
7215,7215,DURATION:  Long term
7216,7216,DURATION:  Long term
7217,7217,DURATION:  Long term with 3 month probation period
7218,7218,DURATION:  Long term with 3 month probation period.
7219,7219,DURATION:  Long term
7220,7220,DURATION:  Long term
7222,7222,DURATION:  Long term
7225,7225,DURATION:  Long term
7226,7226,DURATION:  Permanent
7227,7227,DURATION:  Long term
7228,7228,DURATION:  Long term
7229,7229,DURATION:  Long term
7231,7231,DURATION:  Long term
7232,7232,DURATION:  Long term
7233,7233,DURATION:  Long term
7234,7234,DURATION:  Long term
7235,7235,DURATION:  Long term
7236,7236,DURATION:  Long term
7237,7237,DURATION:  Long term
7238,7238,DURATION:  One year with possible extension.
7239,7239,DURATION:  Long term with 3 month probation period.
7240,7240,DURATION:  3 months with possible extension up to 1 year.
7241,7241,DURATION:  Long term with 3 month probation period.
7242,7242,DURATION:  One year with possible extension.
7246,7246,DURATION:  Long term with 3 month probation period.
7248,7248,DURATION:  Long term with 3 month probation period.
7249,7249,DURATION:  Long term with 3 month probation period.
7251,7251,DURATION:  Long term with 2 month probation period.
7253,7253,DURATION:  Long term
7256,7256,DURATION:  Long term
7257,7257,DURATION:  Long term
7258,7258,DURATION:  Long term with 3 month probation period.
7259,7259,DURATION:  Long term with 3 month probation period.
7260,7260,DURATION:  6 weeks
7263,7263,DURATION:  Long term with 3 month probation period.
7264,7264,DURATION:  Long term
7265,7265,DURATION:  Long term
7266,7266,DURATION:  Indefinite
7270,7270,DURATION:  Classes will be held 5 times a week 2 hours each.
7271,7271,DURATION:  6 months with possible extension.
7273,7273,DURATION:  Short term with possible extension.
7274,7274,DURATION:  Long term
7276,7276,DURATION:  1 year with 2 month probation period and possible extension.
7277,7277,DURATION:  7 months
7279,7279,"DURATION:  Short term, service contract"
7284,7284,DURATION:  Long term
7286,7286,DURATION:  Permanent
7287,7287,DURATION:  Permanent
7290,7290,DURATION:  Long term with 3 month probation period.
7291,7291,DURATION:  Long term with 3 month probation period.
7292,7292,DURATION:  6 months
7293,7293,DURATION:  Permanent with 2 month probation period.
7294,7294,DURATION:  Permanent with 2 month probation period.
7296,7296,DURATION:  Long term with 3 month probation period.
7298,7298,DURATION:  Long term with 3 month probation period.
7302,7302,DURATION:  Long term
7303,7303,DURATION:  Permanent
7305,7305,DURATION:  Long term with 3 month probation period.
7306,7306,DURATION:  6 months with 3 month probation period and possible
7307,7307,DURATION:  6 months with 3 month probation period and possible
7308,7308,DURATION:  6 months with 3 month probation period and possible
7309,7309,DURATION:  6 months with 3 month probation period and possible
7310,7310,DURATION:  6 months with 3 month probation period and possible
7311,7311,DURATION:  Permanent
7312,7312,DURATION:  Long term
7313,7313,DURATION:  Long term
7314,7314,DURATION:  One year with possible extension.
7315,7315,DURATION:  2 hours (19:00-21:00)
7317,7317,DURATION:  Permanent with 1 month probation period.
7320,7320,DURATION:  Permanent
7321,7321,DURATION:  Permanent
7322,7322,DURATION:  6 months with 3 month probation period and possible
7323,7323,DURATION:  Long term with two month probation period.
7325,7325,DURATION:  2 years
7326,7326,DURATION:  Permanent with three month probation period.
7327,7327,DURATION:  Long term with 3 month probation period.
7328,7328,DURATION:  1 year with possible extension.
7329,7329,DURATION:  Long term
7330,7330,DURATION:  Long term with 3 month probation period.
7331,7331,DURATION:  Permanent with 3 month probation period.
7333,7333,DURATION:  Long term
7334,7334,DURATION:  Long term
7337,7337,DURATION:  2.5 hours
7338,7338,"DURATION:  Permanent, after probation period."
7339,7339,DURATION:  4 weeks
7341,7341,DURATION:  Two months
7342,7342,DURATION:  Long term
7343,7343,DURATION:  Long term with three month probation period.
7344,7344,DURATION:  Full time
7350,7350,DURATION:  Long term with 3 month probation period.
7351,7351,DURATION:  Permanent with 2 month probation period.
7352,7352,DURATION:  Long term with three month probation period.
7353,7353,DURATION:  Short term
7354,7354,DURATION:  3 months
7357,7357,"DURATION:  4 months, over 72 hours. 3 times a week in the evenings, 2"
7361,7361,DURATION:  Long term with 3 month probation period.
7362,7362,DURATION:  Long term with 3 month probation period.
7363,7363,"DURATION:  Short term, service contract"
7364,7364,DURATION:  Full time
7365,7365,DURATION:  Long term with three month probation period.
7367,7367,DURATION:  6 month contract
7368,7368,DURATION:  Long term
7369,7369,DURATION:  Long term
7370,7370,DURATION:  Long term
7371,7371,DURATION:  Long term
7372,7372,DURATION:  One month
7373,7373,DURATION:  Long term /open-ended contract/
7374,7374,DURATION:  Long term /open-ended contract/
7375,7375,"DURATION:  Long term, with 3 month probation period."
7379,7379,DURATION:  Long term
7381,7381,DURATION:  4 hours
7383,7383,DURATION:  Long term with 3 month probation period.
7385,7385,DURATION:  6 months
7386,7386,DURATION:  Permanent
7387,7387,DURATION:  Long term
7389,7389,DURATION:  Long term
7399,7399,DURATION:  Long term with 3 month probation period.
7401,7401,DURATION:  Full time
7402,7402,DURATION:  Long term with 3 month probation period.
7403,7403,DURATION:  Long term with 3 month probation period.
7407,7407,DURATION:  Long term with 3 month probation period.
7409,7409,DURATION:  Long term /open-ended contract/
7411,7411,DURATION:  14 months
7412,7412,DURATION:  Long term
7414,7414,DURATION:  Long term
7415,7415,DURATION:  Long term  with  one month probation period.
7416,7416,DURATION:  Permanent
7417,7417,DURATION:  Long term with two month probation period.
7419,7419,DURATION:  One year renewable with three month probation period.
7421,7421,DURATION:  6 months
7422,7422,DURATION:  6 months
7424,7424,DURATION:  Long term
7425,7425,DURATION:  Long term
7427,7427,DURATION:  6 months (with 3 month probation period and possible
7428,7428,DURATION:  Long term
7429,7429,DURATION:  6 months
7431,7431,DURATION:  Long term with 3 month probation period.
7433,7433,DURATION:  Long term
7434,7434,DURATION:  One year renewable with three month probation period.
7435,7435,DURATION:  One year renewable with three month probation period.
7436,7436,DURATION:  6 months
7439,7439,DURATION:  1 year contract
7440,7440,DURATION:  One year
7441,7441,DURATION:  Long term with 3 month probation period.
7445,7445,DURATION:  Long term
7446,7446,DURATION:  Long term with three month probation period.
7447,7447,DURATION:  Long term with three month probation period.
7448,7448,DURATION:  Long term
7449,7449,DURATION:  Long term with 3 month probation period.
7451,7451,DURATION:  Long term with 2 month probation period.
7452,7452,DURATION:  One year renewable with three month probation period.
7453,7453,DURATION:  Long term
7454,7454,DURATION:  Long term
7455,7455,DURATION:  Long term
7459,7459,DURATION:  Six months
7460,7460,DURATION:  Six months
7462,7462,DURATION:  Long term
7463,7463,DURATION:  Long term
7464,7464,DURATION:  Long term
7465,7465,DURATION:  Long term
7466,7466,DURATION:  Long term
7467,7467,DURATION:  Long term with 3 month probation period.
7468,7468,DURATION:  One year renewable with three month probation period.
7469,7469,"DURATION:  Temporary, six months with possible extension."
7470,7470,DURATION:  Long term
7473,7473,DURATION:  Long term
7474,7474,DURATION:  Long term with 3 month probation period.
7475,7475,DURATION:  Long term
7476,7476,DURATION:  Long term with 3 month probation period.
7477,7477,DURATION:  Permanent
7478,7478,DURATION:  Long term
7480,7480,DURATION:  Long term
7481,7481,DURATION:  December 2009 - May 2010
7486,7486,DURATION:  3 months with possible extension for 3 additional months.
7487,7487,DURATION:  Long term
7488,7488,DURATION:  Long term with 1 month probation period.
7489,7489,DURATION:  One year renewable with three month probation period.
7490,7490,DURATION:  Long term
7492,7492,DURATION:  Long term
7493,7493,DURATION:  Long term with 3 month probation period.
7494,7494,DURATION:  Long term
7497,7497,DURATION:  Long term with 2 month probation period.
7498,7498,DURATION:  2 months
7499,7499,DURATION:  Long term with 3 month probation period.
7500,7500,DURATION:  Long term with 2 month probation period.
7501,7501,DURATION:  1 academic year
7502,7502,DURATION:  Long term with 3 month probation period.
7505,7505,DURATION:  Long term
7507,7507,DURATION:  Long term
7509,7509,DURATION:  Long term with 3 month probation period.
7511,7511,DURATION:  Long term
7512,7512,DURATION:  Long term
7513,7513,DURATION:  Open-ended contract
7515,7515,DURATION:  Long term with 2 month probation period.
7518,7518,DURATION:  Long term with 2 month probation period.
7519,7519,DURATION:  Long term
7520,7520,DURATION:  Long term
7522,7522,DURATION:  Long term with 3 month probation period.
7524,7524,DURATION:  30 June 2010
7526,7526,DURATION:  5 months
7527,7527,DURATION:  Permanent with 3 month probation period.
7528,7528,DURATION:  Permanent with 3 month probation period.
7529,7529,DURATION:  One year with possible extension.
7530,7530,DURATION:  One year with possible extension.
7531,7531,DURATION:  One year with possible extension.
7532,7532,DURATION:  One year with possible extension.
7533,7533,DURATION:  One year with possible extension.
7534,7534,DURATION:  One year with possible extension.
7536,7536,DURATION:  Permanent employment
7540,7540,DURATION:  Open-ended employment contract
7541,7541,DURATION:  Long term with 2 month probation period.
7542,7542,DURATION:  Long term
7544,7544,DURATION:  Long term
7546,7546,DURATION:  One year with possible extension.
7547,7547,DURATION:  One year with possible extension.
7548,7548,DURATION:  One year with possible extension.
7552,7552,DURATION:  Permanent with three month probation period.
7555,7555,DURATION:  Long term with two month probation period.
7557,7557,DURATION:  Permanent
7561,7561,DURATION:  1 year renewable
7562,7562,DURATION:  Long term
7565,7565,DURATION:  Long term with 2 month probation period.
7566,7566,DURATION:  Long term
7567,7567,DURATION:  Long Term
7568,7568,"DURATION:  20 days, working hours: 10:00 to 19:00, Monday to Saturday."
7569,7569,DURATION:  Long term
7574,7574,DURATION:  1 year
7575,7575,DURATION:  Long term
7576,7576,DURATION:  Long term
7577,7577,DURATION:  February 2010 - December 2011
7578,7578,DURATION:  February 2010 - December 2011
7579,7579,DURATION:  February 2010 - December 2011
7580,7580,DURATION:  Permanent
7583,7583,DURATION:  Until 19 May 2010
7584,7584,DURATION:  Permanent
7585,7585,DURATION:  Full time
7587,7587,DURATION:  Long term with 3 month probation period.
7589,7589,DURATION:  One year
7590,7590,DURATION:  One year
7592,7592,DURATION:  Long term with 2 month probation period.
7593,7593,DURATION:  Long term
7594,7594,DURATION:  Permanent
7595,7595,DURATION:  Long term
7596,7596,DURATION:  Long term
7598,7598,DURATION:  Long term
7599,7599,DURATION:  Long term
7600,7600,DURATION:  Long term
7601,7601,DURATION:  Long term
7602,7602,DURATION:  Permanent
7603,7603,DURATION:  Long term
7605,7605,DURATION:  Long term with 3 month probation period.
7606,7606,DURATION:  3 years (long term agreement)
7607,7607,DURATION:  Long term
7609,7609,DURATION:  Short term/ Service contract
7611,7611,DURATION:  Full time
7613,7613,DURATION:  Long term with 3 month probation period.
7615,7615,DURATION:  Permanent
7616,7616,DURATION:  Full time
7620,7620,DURATION:  Long term
7621,7621,DURATION:  Until 18 May 2010
7622,7622,DURATION:  Long term
7623,7623,DURATION:  Until 18 May 2010
7624,7624,DURATION:  One year with possible extension.
7626,7626,"DURATION:  1 year fixed term contract, with possible extension."
7627,7627,DURATION:  Permanent
7631,7631,DURATION:  Permanent
7632,7632,DURATION:  Long term with 3 month probation period.
7633,7633,DURATION:  Long term with 3 month probation period.
7634,7634,DURATION:  Long term with 3 month probation period.
7635,7635,DURATION:  Short term/ six months
7636,7636,DURATION:  Full time
7637,7637,DURATION:  Long term with 3 month probation period.
7638,7638,DURATION:  Permanent employment
7640,7640,DURATION:  Long term with 3 month probation period.
7641,7641,DURATION:  Permanent
7642,7642,DURATION:  Long term
7644,7644,DURATION:  Permanent
7645,7645,DURATION:  Long term
7647,7647,DURATION:  Long term
7648,7648,DURATION:  Permanent
7649,7649,DURATION:  Long term with 3 month probation period.
7650,7650,DURATION:  Permanent
7651,7651,DURATION:  Long term
7652,7652,DURATION:  Long term with one month probation period.
7653,7653,DURATION:  Long term
7654,7654,"DURATION:  Till July 2010, with possible extension till July 2012"
7655,7655,DURATION:  Six-month contract with possible extension.
7656,7656,DURATION:  Permanent
7663,7663,DURATION:  Employment contract with 3 month probation period.
7664,7664,DURATION:  Until April 2010 with possible extension.
7665,7665,DURATION:  Until 18 May 2010 with possible extension.
7666,7666,DURATION:  2 years
7669,7669,DURATION:  Long term with 2 month probation period.
7670,7670,DURATION:  12 months with possible extension.
7672,7672,"DURATION:  Permanent, after probation period."
7673,7673,DURATION:  Permanent
7675,7675,DURATION:  Long term with 1 month probation period.
7677,7677,DURATION:  Long term with 3 month probation period.
7678,7678,DURATION:  Long term
7680,7680,DURATION:  Till 30 June 2010
7681,7681,DURATION:  Long term
7682,7682,DURATION:  8 months with possible extension.
7683,7683,DURATION:  Till 30 June 2010
7684,7684,DURATION:  1 year
7685,7685,DURATION:  Long term
7687,7687,DURATION:  Permanent employment
7688,7688,DURATION:  Long term
7690,7690,DURATION:  Long term
7691,7691,DURATION:  Long term with 3 month probation period.
7695,7695,DURATION:  Long term
7696,7696,"DURATION:  Long term, with probation period."
7698,7698,DURATION:  Permanent
7699,7699,DURATION:  Long term
7700,7700,"DURATION:  Long term, with probation period."
7701,7701,DURATION:  Long term with two month probation period.
7702,7702,DURATION:  10 months with possible extension.
7703,7703,DURATION:  Long term with 3 month probation period.
7704,7704,DURATION:  Long term
7705,7705,DURATION:  Long term
7706,7706,DURATION:  55 working days over a 6 month period.
7707,7707,DURATION:  Long term
7708,7708,DURATION:  Long term
7710,7710,DURATION:  Long term
7712,7712,DURATION:  Long term
7713,7713,DURATION:  Long term
7714,7714,DURATION:  Long term
7716,7716,DURATION:  Long term
7717,7717,DURATION:  Long term
7718,7718,"DURATION:  Long term, with probation period."
7719,7719,DURATION:  Permanent
7720,7720,DURATION:  Long term
7722,7722,DURATION:  Long term with 3 month probation period.
7723,7723,DURATION:  Long term
7724,7724,DURATION:  Long term
7725,7725,DURATION:  Long term
7726,7726,DURATION:  Permanent
7727,7727,DURATION:  Permanent
7728,7728,DURATION:  Long term
7729,7729,DURATION:  Long term
7730,7730,DURATION:  Permanent
7731,7731,DURATION:  1.5 months (tentatively).
7734,7734,DURATION:  Long term with 3 month probation period.
7735,7735,DURATION:  Long term with 3 month probation period.
7736,7736,DURATION:  Long term with 2 month probation period.
7737,7737,DURATION:  Long term
7738,7738,DURATION:  Long term with 3 month probation period.
7739,7739,DURATION:  55 working days over a 6 month period.
7740,7740,DURATION:  Long term
7741,7741,DURATION:  Long term
7743,7743,DURATION:  One year with possible extension.
7744,7744,DURATION:  Long term with 3 month probation period.
7745,7745,DURATION:  Long term
7746,7746,DURATION:  Permanent
7752,7752,DURATION:  Long term
7753,7753,DURATION:  Long term with 3 month probation period.
7754,7754,DURATION:  Long term
7755,7755,DURATION:  Long term
7756,7756,DURATION:  Permanent
7757,7757,DURATION:  Long term
7758,7758,DURATION:  Long term with 1 month probation period.
7761,7761,DURATION:  Long term
7763,7763,DURATION:  Permanent employment
7764,7764,DURATION:  Long term with 3 month probation period.
7765,7765,DURATION:  Permanent with 3 month probation period.
7766,7766,DURATION:  Permanent employment
7767,7767,DURATION:  Long term
7769,7769,"DURATION:  Long term, with probation period."
7770,7770,DURATION:  3 months
7772,7772,DURATION:  Long term with 2 month probation period.
7773,7773,DURATION:  Long term
7774,7774,DURATION:  Long term
7775,7775,DURATION:  7 months (till 30 September 2010)
7776,7776,DURATION:  Long term
7777,7777,DURATION:  Long term
7778,7778,DURATION:  6 months
7779,7779,DURATION:  January 2011 - May 2011
7784,7784,DURATION:  Long term
7786,7786,DURATION:  Long term
7787,7787,DURATION:  Long term with 1 month probation period.
7788,7788,DURATION:  Long term
7790,7790,DURATION:  1 year (with possible extension).
7791,7791,DURATION:  Long term
7792,7792,DURATION:  Long term
7793,7793,DURATION:  Long term with 1 month probation period.
7794,7794,DURATION:  Long term
7795,7795,DURATION:  3 years
7798,7798,DURATION:  Long term with 2 month probation period.
7799,7799,DURATION:  One year with possible extension.
7800,7800,"DURATION:  Long term, with 3 month probation period."
7804,7804,DURATION:  15 months
7807,7807,DURATION:  Long term with 3 month probation period.
7808,7808,DURATION:  Long term with 3 month probation period.
7809,7809,DURATION:  Long term
7810,7810,DURATION:  Long term
7814,7814,DURATION:  Long term with 3 month probation period.
7815,7815,DURATION:  Long term with 3 month probation period.
7817,7817,DURATION:  Long term with 3 month probation period.
7818,7818,DURATION:  Long term with 3 month probation period.
7819,7819,DURATION:  Long term with 3 month probation period.
7821,7821,DURATION:  2 months
7823,7823,DURATION:  1 year with annual extension; the first 3 months are
7825,7825,DURATION:  Long term
7826,7826,DURATION:  Long term
7827,7827,DURATION:  1 year with annual extension; the first 3 months are
7831,7831,DURATION:  1 year with annual extension; the first 3 months are
7832,7832,DURATION:  Long term
7833,7833,DURATION:  Long term
7835,7835,DURATION:  12 months
7838,7838,DURATION:  Long term
7840,7840,DURATION:  Long term
7842,7842,DURATION:  Permanent with 6 month probation period.
7843,7843,DURATION:  4 months with possible extension.
